id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
575310,VA,INDIVIDUAL,3 years,Poor Billy's Seafood,C,RENT,10-09-2021,14-02-2021,12-03-2021,Fully Paid,12-04-2021,739991,Debt consolidation,C1, 60 months,Source Verified,12000.0,0.083,57.18,0.1323,2500,14,2943
810611,FL,INDIVIDUAL,7 years,Florida Supreme Court,D,RENT,11-07-2021,15-11-2021,14-08-2021,Fully Paid,14-09-2021,1017546,credit card,D3, 36 months,Source Verified,36108.0,0.0223,70.8,0.1649,2000,5,2549
735895,WI,INDIVIDUAL,4 years,Wisconsin Department Of Corrections,B,RENT,11-05-2021,16-05-2021,14-01-2021,Fully Paid,14-02-2021,932720,Debt consolidation,B1, 60 months,Not Verified,45000.0,0.1061,202.23,0.0963,9600,13,11525
672083,NY,INDIVIDUAL,10+ years,United States Air Force,B,RENT,11-02-2021,12-07-2021,12-06-2021,Fully Paid,12-07-2021,859168,vacation,B3, 60 months,Verified,50000.0,0.1174,278.59,0.1037,13000,24,14618
721803,MA,INDIVIDUAL,4 years,Town of Hubbardston,B,RENT,11-04-2021,16-04-2021,14-04-2021,Fully Paid,14-05-2021,916508,major purchase,B3, 36 months,Not Verified,31200.0,0.2927,81.11,0.1037,2500,27,2920
701547,MD,INDIVIDUAL,< 1 year,US DEPT HEALTH & HUMAN SVCS,E,RENT,11-03-2021,16-05-2021,13-11-2021,Fully Paid,13-12-2021,893305,home improvement,E1, 36 months,Verified,70000.0,0.1231,353.55,0.164,10000,48,12663
1010166,NY,INDIVIDUAL,1 year,HBO,A,RENT,11-11-2021,12-11-2021,12-10-2021,Fully Paid,12-11-2021,1236945,medical,A1, 36 months,Source Verified,210000.0,0.037,228.27,0.0603,7500,19,7836
1024170,MN,INDIVIDUAL,6 years,Minnesota Premier Publications,E,MORTGAGE,11-11-2021,16-05-2021,14-12-2021,Fully Paid,14-01-2022,1253054,Debt consolidation,E1, 36 months,Not Verified,70000.0,0.0691,328.27,0.1864,9000,18,11818
573944,NY,INDIVIDUAL,4 years,Hearst Corporation,A,RENT,10-09-2021,12-12-2021,12-12-2021,Fully Paid,12-01-2022,738372,Debt consolidation,A5, 36 months,Verified,60000.0,0.135,625.63,0.0788,20000,28,22151
738678,NJ,INDIVIDUAL,3 years,United Parcel Services,B,RENT,11-04-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,936110,house,B4, 36 months,Not Verified,100000.0,0.1253,391.39,0.1074,12000,6,13762
705361,CA,INDIVIDUAL,10+ years,,D,MORTGAGE,11-03-2021,13-12-2021,13-12-2021,Fully Paid,13-01-2022,897437,small business,D2, 36 months,Source Verified,240000.0,0.0953,1211.75,0.1491,35000,28,43478
838700,NY,INDIVIDUAL,10+ years,"Brawdy Construction,Inc.",B,MORTGAGE,11-08-2021,14-04-2021,14-04-2021,Fully Paid,14-05-2021,1048812,Debt consolidation,B4, 60 months,Not Verified,55200.0,0.1057,263.86,0.1149,12000,15,14897
651704,NY,INDIVIDUAL,2 years,Toddler Town Daycare LLC,D,RENT,11-01-2021,13-06-2021,13-01-2021,Charged Off,13-02-2021,833623,Debt consolidation,D2, 36 months,Source Verified,21700.0,0.183,190.42,0.1491,5500,11,4426
774216,NY,INDIVIDUAL,10+ years,Doctor Charles Dorato,D,RENT,11-06-2021,16-04-2021,13-07-2021,Charged Off,13-08-2021,976377,small business,D3, 60 months,Verified,48000.0,0.1863,294.96,0.1649,12000,18,7139
1064862,NJ,INDIVIDUAL,8 years,emeroson animal hospital,C,RENT,11-12-2021,16-05-2021,16-05-2021,Current,16-06-2021,1298709,Debt consolidation,C4, 60 months,Not Verified,65000.0,0.1684,406.85,0.1527,17000,16,21555
495999,DC,INDIVIDUAL,9 years,ExxonMobil,B,MORTGAGE,10-03-2021,10-07-2021,10-07-2021,Fully Paid,10-08-2021,635437,Debt consolidation,B3, 36 months,Not Verified,150000.0,0.1293,390.72,0.1062,12000,46,12210
971925,CA,INDIVIDUAL,10+ years,american international,A,RENT,11-10-2021,16-05-2021,14-10-2021,Fully Paid,14-11-2021,1193684,credit card,A1, 36 months,Not Verified,45000.0,0.1155,365.23,0.0603,12000,14,13148
613751,NY,INDIVIDUAL,5 years,us army,E,RENT,10-11-2021,16-05-2021,12-01-2021,Charged Off,12-02-2021,786871,Debt consolidation,E1, 60 months,Source Verified,54000.0,0.2016,194.34,0.1595,8000,22,2720
982161,TX,INDIVIDUAL,1 year,Kimberly-Clark,A,MORTGAGE,11-10-2021,15-09-2021,14-11-2021,Fully Paid,14-12-2021,1205971,Debt consolidation,A4, 36 months,Verified,240000.0,0.219,1095.16,0.079,35000,50,39426
1036132,CA,INDIVIDUAL,2 years,Print5k,B,RENT,11-11-2021,15-10-2021,14-12-2021,Fully Paid,14-01-2022,1266000,Debt consolidation,B3, 36 months,Source Verified,21000.0,0.1223,330.76,0.1171,10000,17,11907
495265,WA,INDIVIDUAL,4 years,Free and Clear,B,MORTGAGE,10-04-2021,11-12-2021,11-12-2021,Fully Paid,11-01-2022,634331,Debt consolidation,B4, 36 months,Verified,96000.0,0.1019,654.71,0.1099,20000,34,22721
355405,NY,INDIVIDUAL,< 1 year,Westchester County,A,OWN,08-09-2021,10-08-2021,10-08-2021,Fully Paid,10-09-2021,360126,Debt consolidation,A4, 36 months,Not Verified,40000.0,0.1302,141.68,0.0832,6400,24,5014
765521,NY,INDIVIDUAL,8 years,"HAKS Engineers, Architects,& Land Survey",D,RENT,11-06-2021,15-03-2021,15-03-2021,Fully Paid,15-04-2021,931283,Debt consolidation,D5, 60 months,Verified,252361.0,0.1669,851.51,0.1602,35000,26,49926
449773,FL,INDIVIDUAL,1 year,One Touch Direct,C,RENT,09-10-2021,16-05-2021,10-09-2021,Charged Off,10-10-2021,552680,Debt consolidation,C5, 36 months,Not Verified,40000.0,0.1953,171.53,0.1426,5000,9,2053
519936,NJ,INDIVIDUAL,2 years,Community Surgical,A,RENT,10-05-2021,13-06-2021,13-06-2021,Fully Paid,13-07-2021,672130,Debt consolidation,A4, 36 months,Not Verified,33280.0,0.0922,311.11,0.0751,10000,17,11200
671373,NY,INDIVIDUAL,10+ years,NYC Dept of Education,D,RENT,11-04-2021,16-04-2021,16-04-2021,Fully Paid,16-05-2021,858283,credit card,D4, 60 months,Verified,78000.0,0.234,482.65,0.1565,20000,39,28959
969629,NY,INDIVIDUAL,< 1 year,forrest hills high school,A,RENT,11-10-2021,16-04-2021,15-03-2021,Fully Paid,15-04-2021,1190856,wedding,A5, 60 months,Source Verified,75000.0,0.0163,248.52,0.089,12000,18,14330
726767,TX,INDIVIDUAL,10+ years,memc,A,MORTGAGE,11-04-2021,14-04-2021,14-05-2021,Fully Paid,14-06-2021,922210,other,A5, 36 months,Source Verified,120996.0,0.2228,124.72,0.0766,4000,20,4490
629835,CT,INDIVIDUAL,3 years,Legg Mason,C,RENT,10-12-2021,16-04-2021,12-08-2021,Fully Paid,12-09-2021,806962,major purchase,C4, 36 months,Verified,100000.0,0.0985,169.32,0.1335,5000,38,5826
657199,NJ,INDIVIDUAL,3 years,Department of Homeland Security,A,RENT,11-01-2021,16-05-2021,13-01-2021,Fully Paid,13-02-2021,840508,car,A4, 36 months,Verified,75000.0,0.0947,108.54,0.0729,3500,8,3752
513834,NY,INDIVIDUAL,2 years,NEW YORK CITY TRANSIT AUTHORITY,D,RENT,10-05-2021,13-04-2021,12-12-2021,Charged Off,12-01-2022,664003,Debt consolidation,D3, 36 months,Verified,50000.0,0.1447,870.68,0.1533,25000,17,26399
630873,TX,INDIVIDUAL,2 years,"Aldi, Inc",E,RENT,10-12-2021,16-03-2021,15-12-2021,Fully Paid,15-01-2022,808220,medical,E1, 60 months,Not Verified,50000.0,0.0048,121.46,0.1595,5000,14,7287
594970,IL,INDIVIDUAL,2 years,"Ideosity, Inc.",A,MORTGAGE,10-10-2021,12-02-2021,12-01-2021,Fully Paid,12-02-2021,763931,car,A2, 36 months,Not Verified,120000.0,0.211,184.61,0.0676,6000,63,6416
636983,FL,INDIVIDUAL,9 years,Backfin Blue Cafe,A,RENT,11-01-2021,14-02-2021,12-11-2021,Fully Paid,12-12-2021,815968,Debt consolidation,A3, 36 months,Verified,28000.0,0.0591,402.59,0.0617,13200,16,14282
681814,OH,INDIVIDUAL,10+ years,University Hospitals Health,E,RENT,11-03-2021,15-09-2021,15-08-2021,Fully Paid,15-09-2021,870894,Debt consolidation,E5, 60 months,Verified,56004.0,0.2211,737.06,0.1788,29100,11,43996
571004,FL,INDIVIDUAL,10+ years,Darby Dental Supply,B,MORTGAGE,10-09-2021,13-08-2021,12-05-2021,Fully Paid,12-06-2021,734519,Debt consolidation,B2, 36 months,Source Verified,135000.0,0.1337,489.31,0.1075,15000,44,17050
497316,NV,INDIVIDUAL,2 years,Dept of Health and Human Services,B,MORTGAGE,10-04-2021,13-04-2021,13-04-2021,Fully Paid,13-05-2021,637547,Debt consolidation,B4, 36 months,Not Verified,179000.0,0.0642,818.38,0.1099,25000,19,29463
739375,NY,INDIVIDUAL,4 years,Fayetteville-Manlius Central Schools,D,MORTGAGE,11-05-2021,16-05-2021,15-07-2021,Fully Paid,15-08-2021,936952,credit card,D5, 60 months,Verified,119500.0,0.2051,729.87,0.1602,30000,33,43304
536138,NY,INDIVIDUAL,2 years,Columbia University,D,RENT,10-06-2021,15-08-2021,15-08-2021,Fully Paid,15-09-2021,692678,Debt consolidation,D3, 60 months,Verified,60000.0,0.1672,457.82,0.1558,19000,35,27498
795438,MI,INDIVIDUAL,< 1 year,Oakwood Healthcare,B,RENT,11-06-2021,16-03-2021,12-07-2021,Fully Paid,12-08-2021,1000177,Debt consolidation,B5, 36 months,Verified,65000.0,0.209,763.82,0.1199,23000,21,25394
439561,FL,INDIVIDUAL,10+ years,Rockwell Group,D,RENT,09-09-2021,12-04-2021,12-04-2021,Fully Paid,12-05-2021,531192,small business,D1, 36 months,Not Verified,121000.0,0.1309,634.35,0.1461,18400,16,22702
793962,GA,INDIVIDUAL,< 1 year,"Seeing Angels Two by Two, LLC",C,RENT,11-06-2021,12-05-2021,11-12-2021,Charged Off,11-01-2022,998523,moving,C5, 36 months,Source Verified,17000.0,0.0247,52.17,0.1523,1500,22,454
374637,IL,INDIVIDUAL,1 year,Northwestern University,C,RENT,09-01-2021,12-02-2021,12-02-2021,Fully Paid,12-03-2021,396030,wedding,C5, 36 months,Not Verified,48000.0,0.0495,340.76,0.1379,10000,24,12267
984074,CA,INDIVIDUAL,8 years,SUHSD,A,RENT,11-10-2021,16-05-2021,14-10-2021,Fully Paid,14-11-2021,1207653,other,A2, 36 months,Source Verified,69996.0,0.2333,107.47,0.0662,3500,26,3869
443526,FL,INDIVIDUAL,3 years,"CCT, PSI, and others",B,MORTGAGE,09-09-2021,10-09-2021,10-09-2021,Fully Paid,10-10-2021,539761,home improvement,B2, 36 months,Not Verified,50000.0,0.1241,395.63,0.1148,12000,8,13111
622529,FL,INDIVIDUAL,4 years,TSA,B,MORTGAGE,10-12-2021,16-05-2021,13-12-2021,Fully Paid,13-01-2022,797838,car,B1, 36 months,Verified,40000.0,0.1662,111.11,0.0888,3500,26,4000
849084,GA,INDIVIDUAL,< 1 year,Sitel,A,RENT,11-08-2021,13-10-2021,13-10-2021,Fully Paid,13-11-2021,1060774,Debt consolidation,A5, 36 months,Not Verified,15000.0,0.1704,149.93,0.0849,4750,6,5331
599912,CA,INDIVIDUAL,< 1 year,Greenbelt Alliance,E,RENT,10-10-2021,16-04-2021,12-06-2021,Fully Paid,12-07-2021,770008,Debt consolidation,E1, 60 months,Source Verified,39996.0,0.0207,87.45,0.1595,3600,7,4412
659299,OH,INDIVIDUAL,4 years,fideliety health care,B,MORTGAGE,11-01-2021,13-02-2021,13-01-2021,Fully Paid,13-02-2021,826874,medical,B5, 36 months,Verified,90000.0,0.1931,155.7,0.1036,4800,45,5488
410208,TX,INDIVIDUAL,< 1 year,JPMorgan Chase & Co.,B,RENT,09-06-2021,14-10-2021,12-06-2021,Fully Paid,12-07-2021,460842,vacation,B1, 36 months,Verified,34000.0,0.09,130.86,0.1095,4000,4,4711
433297,NJ,INDIVIDUAL,< 1 year,CareOne and self employed,B,MORTGAGE,09-12-2021,15-09-2021,12-06-2021,Fully Paid,12-07-2021,515975,credit card,B1, 36 months,Not Verified,98400.0,0.1245,328.04,0.1114,10000,20,11747
676637,NC,INDIVIDUAL,10+ years,USAF,B,MORTGAGE,11-02-2021,16-02-2021,16-03-2021,Fully Paid,16-04-2021,864643,other,B5, 60 months,Source Verified,70800.0,0.0654,392.36,0.1111,18000,26,23541
1023459,PA,INDIVIDUAL,3 years,Education Management Corporation,A,MORTGAGE,11-11-2021,16-05-2021,14-01-2021,Fully Paid,14-02-2021,1252285,credit card,A4, 36 months,Not Verified,67000.0,0.2203,93.88,0.079,3000,59,3333
725780,NC,INDIVIDUAL,5 years,Colbond Inc,B,MORTGAGE,11-04-2021,16-05-2021,11-11-2021,Fully Paid,11-12-2021,921084,credit card,B4, 36 months,Not Verified,62510.0,0.1094,391.39,0.1074,12000,26,12698
633595,CA,INDIVIDUAL,10+ years,"Amphastar Pharmaceuticals, Inc",A,MORTGAGE,10-12-2021,16-03-2021,13-12-2021,Fully Paid,13-01-2022,811708,Debt consolidation,A4, 36 months,Not Verified,66000.0,0.1198,460.01,0.0654,15000,31,16528
667870,AZ,INDIVIDUAL,3 years,CWIE LLC,E,RENT,11-02-2021,14-04-2021,14-03-2021,Fully Paid,14-04-2021,853808,Debt consolidation,E1, 60 months,Verified,66200.0,0.0522,294.38,0.164,12000,8,16496
579451,MN,INDIVIDUAL,2 years,Carlson Companies,D,MORTGAGE,10-09-2021,15-03-2021,14-10-2021,Charged Off,14-11-2021,744982,Debt consolidation,D4, 60 months,Verified,59800.0,0.172,315.79,0.1595,13000,33,15947
427267,CA,INDIVIDUAL,2 years,GHC LP 08,C,MORTGAGE,09-07-2021,15-04-2021,12-02-2021,Fully Paid,12-03-2021,504768,Debt consolidation,C1, 36 months,Verified,66125.0,0.0326,133.87,0.1253,4000,8,4751
883910,MD,INDIVIDUAL,10+ years,,D,MORTGAGE,11-09-2021,12-07-2021,12-07-2021,Fully Paid,12-08-2021,1099242,Debt consolidation,D2, 60 months,Verified,42000.0,0.1071,296.75,0.1677,12000,16,13442
875646,MD,INDIVIDUAL,4 years,hairway,C,RENT,11-09-2021,16-03-2021,12-07-2021,Charged Off,12-08-2021,1090228,Debt consolidation,C4, 36 months,Not Verified,36000.0,0.0523,165.91,0.1479,4800,7,1867
874928,PA,INDIVIDUAL,9 years,Cars protection plus inc,A,MORTGAGE,11-09-2021,12-06-2021,12-05-2021,Fully Paid,12-06-2021,1089431,Debt consolidation,A2, 36 months,Not Verified,35360.0,0.2169,292.01,0.0599,9600,19,9949
640341,MD,INDIVIDUAL,5 years,United States Air Force,A,RENT,10-12-2021,15-05-2021,11-02-2021,Fully Paid,11-03-2021,819709,Debt consolidation,A4, 36 months,Source Verified,51600.0,0.1312,276.01,0.0654,9000,12,9049
1057515,NY,INDIVIDUAL,1 year,Steiner Sports Marketing,D,RENT,11-12-2021,16-05-2021,15-12-2021,Fully Paid,15-01-2022,1289079,credit card,D2, 60 months,Verified,90000.0,0.1677,494.59,0.1677,20000,24,29179
549126,AZ,INDIVIDUAL,1 year,city of yuma,A,OWN,10-07-2021,13-07-2021,13-04-2021,Fully Paid,13-05-2021,707878,car,A2, 36 months,Not Verified,63600.0,0.2209,123.07,0.0676,4000,21,4424
672441,AL,INDIVIDUAL,1 year,Employers Claim Management,A,MORTGAGE,11-02-2021,11-12-2021,11-12-2021,Fully Paid,11-01-2022,859610,home improvement,A2, 36 months,Source Verified,25040.0,0.1629,151.64,0.0579,5000,8,5154
484573,TX,INDIVIDUAL,10+ years,,B,OWN,10-02-2021,14-01-2021,12-09-2021,Fully Paid,12-10-2021,617022,small business,B2, 36 months,Not Verified,600000.0,0.0461,518.16,0.1025,16000,18,18588
348964,TX,INDIVIDUAL,10+ years,VETERANS ADMINISTRATION,B,MORTGAGE,08-06-2021,11-03-2021,11-03-2021,Fully Paid,11-04-2021,350423,credit card,B3, 36 months,Not Verified,40000.0,0.1187,167.99,0.1008,5200,11,6031
1017624,NC,INDIVIDUAL,3 years,Southern Elevator,F,MORTGAGE,11-11-2021,15-01-2021,14-12-2021,Fully Paid,14-01-2022,1245400,Debt consolidation,F3, 60 months,Verified,120000.0,0.1186,576.07,0.2167,21000,41,32169
1009152,WV,INDIVIDUAL,3 years,United Hospital Center,C,MORTGAGE,11-11-2021,13-10-2021,13-09-2021,Fully Paid,13-10-2021,1235866,Debt consolidation,C2, 36 months,Verified,60000.0,0.178,1029.27,0.1427,30000,26,35847
491680,NY,INDIVIDUAL,10+ years,Matco service corp.,D,RENT,10-04-2021,15-12-2021,13-04-2021,Fully Paid,13-05-2021,628425,other,D4, 36 months,Not Verified,103000.0,0.0936,448.14,0.157,12800,15,16135
364645,PA,INDIVIDUAL,< 1 year,Ann Taylor Factory Store,B,RENT,08-11-2021,14-12-2021,11-10-2021,Fully Paid,11-11-2021,375331,credit card,B3, 36 months,Not Verified,10000.0,0.2184,45.73,0.1083,1400,12,1645
590129,CA,INDIVIDUAL,4 years,"ZL Technologies, Inc.",F,RENT,10-10-2021,12-01-2021,11-12-2021,Fully Paid,11-01-2022,758070,home improvement,F1, 60 months,Source Verified,72000.0,0.0233,127.79,0.183,5000,8,5991
976592,VA,INDIVIDUAL,10+ years,gibbons & gibbons pc,D,MORTGAGE,11-10-2021,12-08-2021,12-03-2021,Charged Off,12-04-2021,1199353,medical,D4, 36 months,Source Verified,31200.0,0.0631,86.27,0.1758,2400,7,504
1030215,WV,INDIVIDUAL,1 year,LSI,D,RENT,11-11-2021,16-05-2021,14-12-2021,Fully Paid,14-01-2022,1255347,other,D1, 36 months,Source Verified,26000.0,0.1758,56.49,0.1629,1600,5,2033
362852,CA,INDIVIDUAL,< 1 year,Contract Support Services,B,RENT,08-11-2021,11-02-2021,11-03-2021,Fully Paid,11-04-2021,372487,educational,B1, 36 months,Not Verified,14000.0,0.0086,77.67,0.102,2400,6,2761
582782,MO,INDIVIDUAL,2 years,texas roadhouse,B,RENT,10-09-2021,16-02-2021,15-10-2021,Fully Paid,15-11-2021,748910,other,B4, 60 months,Not Verified,80004.0,0.1626,230.87,0.1149,10500,19,13852
569002,MD,INDIVIDUAL,< 1 year,Chesapeake Veterinary Surgical Specialis,C,RENT,10-08-2021,16-05-2021,13-07-2021,Fully Paid,13-08-2021,731971,Debt consolidation,C4, 36 months,Not Verified,23920.0,0.2232,137.4,0.1435,4000,6,4942
682488,TX,INDIVIDUAL,10+ years,Slone Lumber and Millwork,C,MORTGAGE,11-02-2021,14-11-2021,14-11-2021,Fully Paid,14-12-2021,871700,Debt consolidation,C1, 60 months,Source Verified,50000.0,0.2028,451.8,0.1268,20000,38,26497
1038607,MO,INDIVIDUAL,10+ years,,B,MORTGAGE,11-12-2021,16-05-2021,14-02-2021,Fully Paid,14-03-2021,1268516,credit card,B2, 36 months,Verified,78413.0,0.1893,570.04,0.1065,17500,34,20254
375782,GA,INDIVIDUAL,1 year,Department of Defense (DOD),B,RENT,09-02-2021,11-04-2021,11-04-2021,Fully Paid,11-05-2021,398328,other,B5, 36 months,Source Verified,45000.0,0.1981,133.26,0.1221,4000,33,4728
600535,GA,INDIVIDUAL,1 year,"Packard, Inc",A,RENT,10-10-2021,14-02-2021,10-12-2021,Fully Paid,10-01-2022,770763,credit card,A4, 60 months,Source Verified,70000.0,0.055,208.58,0.0654,17500,10,10708
605841,MD,INDIVIDUAL,1 year,SAIC,B,MORTGAGE,10-11-2021,14-07-2021,13-11-2021,Fully Paid,13-12-2021,777212,major purchase,B5, 36 months,Verified,53004.0,0.1861,77.85,0.1036,2400,19,2803
856088,OH,INDIVIDUAL,3 years,Possible Worldwide,C,MORTGAGE,11-08-2021,14-09-2021,14-09-2021,Fully Paid,14-10-2021,1068395,Debt consolidation,C2, 36 months,Verified,53500.0,0.1759,169.66,0.1349,5000,25,6107
642388,IL,INDIVIDUAL,8 years,CareerBuilder,D,RENT,11-01-2021,16-05-2021,11-05-2021,Fully Paid,11-06-2021,822234,home improvement,D1, 36 months,Verified,300000.0,0.0768,273.78,0.1409,8000,34,8150
649797,IL,INDIVIDUAL,5 years,SD 129,A,MORTGAGE,11-01-2021,14-08-2021,11-09-2021,Fully Paid,11-10-2021,831260,Debt consolidation,A5, 36 months,Source Verified,60000.0,0.0214,249.44,0.0766,8000,40,8373
521428,WV,INDIVIDUAL,1 year,pwp industries,B,RENT,10-06-2021,13-06-2021,13-06-2021,Fully Paid,13-07-2021,674283,Debt consolidation,B4, 36 months,Not Verified,26000.0,0.1435,330.54,0.1149,12250,32,11899
503262,NY,INDIVIDUAL,3 years,self,D,RENT,10-04-2021,12-02-2021,12-01-2021,Fully Paid,12-02-2021,647644,Debt consolidation,D2, 36 months,Not Verified,100000.0,0.0469,692.93,0.1496,20000,30,23978
500877,NY,INDIVIDUAL,10+ years,Paley Center for Media,C,MORTGAGE,10-04-2021,14-11-2021,12-04-2021,Fully Paid,12-05-2021,643508,Debt consolidation,C1, 36 months,Verified,45489.0,0.2161,612.59,0.1273,18250,40,21570
716754,FL,INDIVIDUAL,< 1 year,floridean health care,A,RENT,11-04-2021,15-11-2021,14-04-2021,Fully Paid,14-05-2021,910735,Debt consolidation,A4, 36 months,Not Verified,48000.0,0.1022,31.01,0.0729,1000,33,1116
182554,FL,INDIVIDUAL,< 1 year,SIEMENS BUILDING TECHNOLOGIES,C,RENT,07-12-2021,16-03-2021,10-11-2021,Fully Paid,10-12-2021,182441,other,C5, 36 months,Not Verified,50952.0,0.0914,131.99,0.1154,4000,9,4748
421980,NY,INDIVIDUAL,9 years,Pulsafeeder,A,MORTGAGE,09-07-2021,14-12-2021,12-07-2021,Fully Paid,12-08-2021,496044,small business,A3, 36 months,Not Verified,45000.0,0.1784,156.69,0.08,5000,27,5640
481514,FL,INDIVIDUAL,2 years,zachry industral inc,B,MORTGAGE,10-02-2021,16-05-2021,13-02-2021,Fully Paid,13-03-2021,612412,Debt consolidation,B2, 36 months,Not Verified,86500.0,0.1212,323.85,0.1025,10000,13,11659
500388,WY,INDIVIDUAL,< 1 year,Wells Fargo Financial,A,RENT,10-04-2021,12-07-2021,12-07-2021,Fully Paid,12-08-2021,642649,other,A5, 36 months,Source Verified,32000.0,0.0968,203.33,0.0788,6500,23,7261
752015,FL,INDIVIDUAL,1 year,surveying and mapping,A,MORTGAGE,11-05-2021,14-06-2021,14-06-2021,Fully Paid,14-07-2021,951544,home improvement,A4, 36 months,Not Verified,96000.0,0.0547,311.02,0.0749,10000,12,11169
809383,NY,INDIVIDUAL,3 years,Spirit Cruises,A,MORTGAGE,11-07-2021,16-04-2021,14-02-2021,Fully Paid,14-03-2021,1016191,home improvement,A4, 36 months,Source Verified,24000.0,0.118,93.31,0.0749,3000,10,3350
536253,MD,INDIVIDUAL,< 1 year,Adidas,C,MORTGAGE,10-06-2021,16-05-2021,11-08-2021,Fully Paid,11-09-2021,692820,wedding,C1, 36 months,Source Verified,56000.0,0.0718,202.83,0.1323,6000,18,6549
422880,MN,INDIVIDUAL,2 years,enterprise rent a car,B,OTHER,09-07-2021,12-10-2021,09-09-2021,Fully Paid,09-10-2021,467513,wedding,B3, 36 months,Verified,37000.0,0.0736,165.07,0.1158,5000,4,5096
949951,FL,INDIVIDUAL,6 years,Ultimate Software,B,RENT,11-09-2021,16-05-2021,14-04-2021,Fully Paid,14-05-2021,1186179,Debt consolidation,B2, 36 months,Source Verified,160000.0,0.1444,195.44,0.1065,6000,37,7000
477639,NY,INDIVIDUAL,8 years,Dept Of Education PS 127 Q,C,RENT,10-01-2021,13-02-2021,13-02-2021,Fully Paid,13-03-2021,605962,other,C2, 36 months,Not Verified,75797.0,0.0331,189.29,0.1322,5600,24,6814
725077,WI,INDIVIDUAL,10+ years,Allied Generators,C,MORTGAGE,11-04-2021,13-04-2021,13-03-2021,Fully Paid,13-04-2021,920277,major purchase,C1, 60 months,Not Verified,60000.0,0.2104,225.9,0.1268,10000,45,12085
483787,FL,INDIVIDUAL,6 years,Cedar Hammock Fire Rescue,C,MORTGAGE,10-02-2021,10-10-2021,10-10-2021,Fully Paid,10-11-2021,615716,major purchase,C2, 36 months,Not Verified,60000.0,0.0282,202.47,0.1311,6000,18,6427
357380,CA,INDIVIDUAL,< 1 year,San Jose Business Journal,C,RENT,08-10-2021,16-01-2021,10-03-2021,Fully Paid,10-04-2021,363377,major purchase,C4, 36 months,Not Verified,45000.0,0.1064,59.57,0.1272,1775,15,1939
966960,MO,INDIVIDUAL,9 years,Dept of Treasury,B,RENT,11-09-2021,16-02-2021,14-10-2021,Fully Paid,14-11-2021,1187864,Debt consolidation,B1, 36 months,Verified,50600.0,0.1843,386.7,0.0991,12000,41,13921
469833,TX,INDIVIDUAL,10+ years,ATT,A,OWN,09-12-2021,15-10-2021,10-08-2021,Fully Paid,10-09-2021,592842,wedding,A5, 36 months,Not Verified,72000.0,0.0938,317.72,0.0894,10000,10,10483
461680,DE,INDIVIDUAL,2 years,Select Staffing,A,RENT,10-06-2021,16-05-2021,14-02-2021,Charged Off,14-03-2021,577136,credit card,A5, 60 months,Not Verified,30000.0,0.2108,72.79,0.0788,3600,20,3203
383639,CA,INDIVIDUAL,10+ years,UCSF,D,RENT,09-03-2021,16-03-2021,10-10-2021,Fully Paid,10-11-2021,414028,Debt consolidation,D2, 36 months,Source Verified,46296.0,0.0594,302.57,0.1442,8800,26,10376
296737,MN,INDIVIDUAL,2 years,Wackenhut,A,MORTGAGE,11-05-2021,16-05-2021,14-03-2021,Fully Paid,14-04-2021,296734,car,A4, 36 months,Verified,42000.0,0.0071,311.02,0.0749,10000,18,11185
519467,CA,INDIVIDUAL,5 years,Riverside County Probation,B,MORTGAGE,10-05-2021,16-03-2021,13-05-2021,Fully Paid,13-06-2021,671520,Debt consolidation,B1, 36 months,Not Verified,45000.0,0.0744,322.11,0.0988,10000,26,11594
